ix,sentence,left1,right1,left2,right2,relation
5312,A German soldier attaches a EUFOR sign to a vehicle .,2,3,6,7,Instrument-Agency21
3894,"The antioxidant therapy was comprised of vitamin E , vitamin C , beta carotene , and selenium .",2,3,6,7,Component-Whole21
4760,"As soon as the lumberjack saw the thief , the lumberjack thought that ""If I kill him and bring his head to the authorities , I will get a reward .""",4,5,7,8,Other
2724,"This convention covered the kidnapping , murder , and assault of persons specially protected by international law .",1,2,4,5,Message-Topic12
629,"""Just like real baseball ,"" he told the card manufacturer</ reps as he tried to flog the game at toy fairs .",8,9,9,10,Product-Producer12
5782,"Traditionally in China , such depictions of nature come from the mind of the artist , and are idealized representations of the natural world .",5,6,14,15,Product-Producer12
2004,The sergeant got out from the police car .,1,2,7,8,Entity-Origin12
168,The residue was distilled from an Arbuzov flask .,1,2,7,8,Entity-Origin12
1790,The imams were removed from a US Airways flight awaiting departure from the Minneapolis-St . Paul airport .,8,9,16,17,Entity-Origin12
2736,"On the morning of May 25 , many schools in northeast China were evacuated because of the earthquake caused by the North Korea nuclear test .",17,18,23,25,Cause-Effect21
2062,"His wife , a successful corporate lawyer , has given up work .",1,2,11,12,Other
2697,This water painting has been donated to a local art gallery .,2,3,10,11,Entity-Destination12
6582,"The smell was radiating from all directions , from every tree and branch .",1,2,10,11,Cause-Effect21
1776,TextMate is hailed as the best editor for programmers by many people .,6,7,8,9,Instrument-Agency12
3837,"The property comprises of three bedrooms , kitchen , lounge / diner and both a shower room and bathroom .",1,2,5,6,Component-Whole21
2700,Strings in the clavichord run transversely from the hitchpin rail at the left-hand end to tuning pegs on the right .,0,1,3,4,Component-Whole21
7230,Zinc is essential for growth and cell division .,0,1,4,5,Cause-Effect12
6727,"The agency also provides a third of the region's power supply , drawn mostly from generators inside big dams .",1,2,10,11,Other
969,The resulting biofilm grows from the inside out rather than planktonic organisms attaching and promoting the growth from the outside .,2,3,6,7,Other
5801,GIS analysis did show a relationship between cracks caused by the earthquakes and paddy fields and ponds with or without water .,7,8,11,12,Product-Producer12
4545,I work in a design studio and by chance it's a really good profession for me .,4,5,5,6,Product-Producer12
1986,The Big Barn Farm friends discover a pile of junk .,7,8,9,10,Other
4719,Gavin wears a kilt for the outing .,3,4,6,7,Other
5016,The infrastructure comprises the physical hardware and services that must be maintained and operated for the resource-sharing to occur .,1,2,5,6,Component-Whole21
2739,The hacienda originated in the colonial period and survived into the 20th century .,1,2,12,13,Entity-Origin12
2615,"Working with the police they have made a short , dramatic film clip about knife crime , which they are circulating on websites like Bebo and Youtube .",11,13,14,16,Message-Topic12
2852,A federal jury has seen video of a former Louisiana congressman accepting a suitcase filled with $100000 in cash outside a northern Virginia hotel .,13,14,18,19,Content-Container21
6338,"This generation of unregenerated vipers was still perverse , stiff-necked , and hardened in their iniquity .",1,2,4,5,Member-Collection21
1409,"Each warrior carries a sime , or spatulate-shaped sword , in a leather sheath , and bears a bow and quiver of poisoned arrows .",20,21,23,24,Content-Container21
7360,The Piedmont area of Italy is wine country and is noted for the merits of the wine produced by its vintners .,16,17,20,21,Product-Producer12
7993,In chemical lasers the inversion is produced by a chemical reaction .,4,5,10,11,Cause-Effect21
4637,"The Tour of California raced through West Marin on Monday in a blur of speeding bicyclists and their caravan of support vehicles , once again sparking charges that it puts spectators in harm's way .",12,13,15,16,Other
1092,"I once had a mixed orchard of plums , sweet cherries , apricots , tart cherries , peaches and apples .",5,6,7,8,Member-Collection21
4415,"Uncle Jay occasionally does a one-off special , dedicated to explaining a specific term or issue .",6,7,13,14,Message-Topic12
5699,In January 2003 a symposium was held to discuss the current state of progress and future challenges .,4,5,10,12,Message-Topic12
1269,"Every couple of seconds , the flame flares up , and sometimes a small fireball detaches itself , float to the ceiling of the oven .",21,22,24,25,Component-Whole12
6378,"At his inauguration in November , he pledged a fresh start after an election marred by fraud and violence , but disappointed many by presenting a cabinet of familiar names .",26,27,29,30,Other
4956,The Washington sniper is put to death .,2,3,6,7,Other
1613,"A family living at Calabogie , Ontario was digging their new potatoes and came upon a different clutch of eggs .",17,18,19,20,Member-Collection21
6228,The book</ author is so historically significant that any of his or her written works may be considered notable .,1,2,2,3,Product-Producer12
5803,"A concise , comprehensive style is- a great ornament in narration; and a superfluity of unnecessary words , altogether improper .",13,14,16,17,Other
1653,Employees are the most important part of an organisation .,0,1,8,9,Member-Collection12
7222,He went on to examine the theory from a risk assessment perspective .,6,7,11,12,Other
799,A mechanic attaches a socket wrench to a bolt .,1,2,5,6,Instrument-Agency21
7887,"In 1996 , a major publishing company simultaneously launched in 13 countries a dinosaur cartoon strip carried in a weekly comic book .",14,16,20,22,Component-Whole12
4005,He use the thumb of the hand holding the head to pull down the lower eye lid to create a pouch .,3,4,6,7,Component-Whole12
5452,Medical bills make up half of bankruptcies .,1,2,6,7,Cause-Effect12
4543,The sections of the text that explain the scientific method are interesting and could be applied to most areas of life .,1,2,8,10,Message-Topic12
5868,Droxyapatite were implanted into facial osteotomy gaps .,0,1,6,7,Entity-Destination12
3204,A summary of the procedure appears in the table .,1,2,8,9,Component-Whole12
5842,We detect defect sites by chemical modification of the sites with polymers .,6,7,11,12,Other
1305,"Yellow fever is caused by infection with yellow fever virus , which is transmitted by the bite of infected mosquitoes .",1,2,9,10,Cause-Effect21
2609,"This strawberry sauce has about a million uses , is freezer-friendly , and is so much better than that jar of Smuckers strawberry sauce that you've had sitting in your fridge since that time you made banana splits 1 1/2 years ago .",22,23,23,24,Entity-Origin21
7459,The rain begets the food we eat .,1,2,4,5,Other
4751,Chronic daily headaches are tension headaches or headaches which are caused by taking too many pain killers .,4,5,5,6,Cause-Effect12
2471,"I just got in the mail a newly published book by an old friend of mine , Gordon Goldstein .",9,10,13,14,Product-Producer12
582,"The photomask is usually prepared with a photoplotter from data produced by a technician using CAM , or computer-aided manufacturing software .",9,10,13,14,Product-Producer12
2283,"The charges originated in an attempted blackmail against Moti , a constitutional lawyer and Australian citizen , in Vanuatu in 1997-98 .",1,2,6,7,Other
4827,The displacement comes from low atmospheric pressure within the centre of the depression .,1,2,5,7,Cause-Effect21
3742,Today's statement by the chancellor was a responsible one .,1,2,4,5,Product-Producer12
6936,"Standing squarely in the way of progressive plans to fortify Marseilles , that magic grove of dodonian oaks , holly oaks and alder just had to go .",14,15,17,18,Member-Collection21
7871,I struggle for my dream of painless perfection but a snowdrift keeps the door from opening .,10,11,13,14,Other
1068,"The Awards committee is comprised of a chair appointed by the President , with the approval of the Board of Directors .",2,3,7,8,Member-Collection21
2125,"The recession caused by the stock bubble was relatively mild , but so was the recovery .",1,2,5,7,Cause-Effect21
3647,A great resume is the best tool for a successful career transition .,2,3,11,12,Other
3883,The first door inside the bathroom is a linen cupboard .,2,3,5,6,Component-Whole12
1134,The Australian Flexible Learning Framework has released a new report on mobile learning .,9,10,12,13,Message-Topic12
7979,The punk explosion cultivated the underground/indie rock scene that would one day be called 'alternative music' .,2,3,7,8,Other
1321,He put the card into his mobile phone .,3,4,6,8,Entity-Destination12
6952,The legs of the chairs were designed differently and they were continuously upgraded with new styles and designs .,1,2,4,5,Component-Whole12
6654,The satellite has been placed into service .,1,2,6,7,Other
7454,"The Wal-Mart Supercenter plans to employ as many as 455 associates , including 180 planned new jobs created by the relocation .",16,17,20,21,Other
6380,"The adaptive control literature focuses primarily on adaptive stabilization , adaptive tracking , and model reference adaptive control .",3,4,8,9,Message-Topic12
7315,"Now in its 56th year , this unique folkloric dance company continues to collect , perform and preserve authentic traditional Hungarian music and dance .",9,10,10,11,Product-Producer12
4852,The vibrations caused a violent twisting motion on the bridge .,1,2,6,7,Cause-Effect12
7669,The record was a sheet of paper stored in a file cabinet or an image on microform .,4,5,10,12,Content-Container12
4659,His mother's body was in a chest freezer in the basement .,2,3,6,8,Content-Container12
4657,The leftovers are pushed into the colon .,1,2,6,7,Entity-Destination12
7988,Parents also experience anxiety from fear of the suffering of their child and worry about an uncertain outcome .,3,4,5,6,Cause-Effect21
5430,Autologous blood clot is useful to occlude and repair perforations in small side branches of the coronary artery without myocardial damage .,1,2,2,3,Other
6959,McGee's talent stemmed from mother's teaching .,1,2,5,6,Cause-Effect21
3475,The jewelry was in a cabinet in the same room .,1,2,5,6,Content-Container12
5026,The pitch of a train's whistle that is lower when the train is going away from an observer .,11,12,17,18,Entity-Origin12
2650,The phone went into the washer .,1,2,5,6,Entity-Destination12
6028,"The bridges of a koto , on the other hand , are moved by the player , in the course of a single piece of music .",1,2,15,16,Instrument-Agency12
3881,Profit centres are points in the structure where the manager uses resources in order to achieve profitability targets .,9,10,11,12,Instrument-Agency21
2761,He was surprised to discover that the suitcase was full of black-and-white photographs .,7,8,12,13,Content-Container21
4128,"But none of this was really necessary , because you just head for the largest building ever created by man .",15,16,19,20,Other
1550,The writer</ principal work during the years following Pushkin's death was the satirical epic Dead Souls .,1,2,3,4,Product-Producer21
2990,Such formulations are already found in the apostolic writings .,1,2,8,9,Message-Topic21
2081,We put the soured cream in the butter churn and started stirring it .,4,5,8,9,Entity-Destination12
7719,The bomb was contained in a suitcase and was planted by two men .,1,2,6,7,Content-Container12
1276,I was a little worried about making an ascent of the crux with a backpack .,8,9,14,15,Other
2517,Over the years a sound stud of homogenous brood mares has developed .,5,6,9,10,Member-Collection21
4167,Addiction and poverty lead to neglect and abuse .,0,1,5,6,Cause-Effect12
1954,A critical habitat for beluga whales in upper Cook Inlet has been created by the federal government .,2,3,16,17,Product-Producer12
943,The survey documents children's opinions on a wide range of social issues .,1,2,4,5,Message-Topic12
5085,"At the same time , the government carefully chose the facts that it gave to the newspapers .",6,7,10,11,Instrument-Agency21
1345,The bomb weighing 6kg was inside a box fitted with an electronic detonator .,1,2,7,8,Content-Container12
3346,"Next , I adjusted the screw of the lifter magnet to be about 20mm above the top surface of the adjustable arm .",5,6,9,10,Component-Whole12
3472,Chin creates his work based on his life experiences and observations .,3,4,7,9,Other
1173,The man was bluffing because the bomb was in a can of orange juice that had been served by the airline itself .,6,7,10,11,Content-Container12
4942,Somali pirates simply shift their area of activity to avoid international flotilla of navy ships in the area .,11,12,14,15,Member-Collection21
2703,The money was in a suitcase .,1,2,5,6,Content-Container12
954,The helix runs away from the nucleotide .,1,2,6,7,Other
3774,The complement system is important as part of the body's defense mechanism against infection (Fig . 8 .2) .,2,3,10,12,Component-Whole12
7826,"In addition , scientists maye have a number of potentially useful targets to prevent and treat this lethal tumour because of the findings that NOX5 mediated overproduction of hydrogen peroxide is responsible for increased growth and decreased death of cancer cells .",26,27,34,35,Cause-Effect12
4273,In recent years there have been many advances in the use of opioids for cancer pain .,12,13,15,16,Other
1337,"Frazerian theory of corn spirits and fertility and have thus needed to enquire no further , so their distribution and function remains unclear .",3,4,4,5,Other
2992,The donated money flows into the quake recovery projects .,2,3,6,9,Entity-Destination12
6707,An agenda of deeper reforms can boost public confidence even as it undoes a lot of the distress caused by the financiers and bankers .,17,18,23,24,Cause-Effect21
484,The incident caused a brief sensation on the Web among people suspicious that it was a political commentary .,1,2,5,6,Cause-Effect12
1990,The Appellant noticed that the switch of the circuit breaker which feeds 440 volts A .C . power to the main switchboard in the engine .,21,22,24,25,Component-Whole12
683,Under Hideyoshi's administration the factory</ output of firearms increased dramatically .,4,5,7,8,Product-Producer21
6924,The Philippines' aboriginal inhabitants arrived from the Asian mainland around 25000 BC .,3,4,8,9,Entity-Origin12
3974,"Each side of the clock has a button that , when pressed , starts the other team's timer running .",4,5,7,8,Component-Whole21
6860,"Thus previous scientific estimates had overstated the devastation caused by the asteroid , since topographic and ecologic factors contributing to the result had not been taken into account .",7,8,11,12,Cause-Effect21
1360,The lid of the anthropoid coffin of Khonstefnakht dates from the 4th century BC .,1,2,5,6,Component-Whole12
6437,The man who grew a human ear on the back of a mouse has made a breakthrough that brings the prospect of an artificial liver much closer .,1,2,6,7,Product-Producer21
6485,"In this work the researchers , for the first time , attest that monopoles exist as emergent states of matter , i .e . they emerge from special arrangements of dipoles and are completely different from the constituents of the material .",2,3,4,5,Product-Producer12
81,A team of students from Virginia Tech University have created a vehicle that allows vision impaired drivers to take control of the wheel .,16,17,22,23,Instrument-Agency21
279,"A special meeting of the shareholders of Lydia Diamond was held on December 23rd , 2009 and the Sale was approved by the shareholders .",2,3,5,6,Other
5011,"After receipt of the invoice through the air-mail or the email , we send it the accounting department for payment procedures .",1,2,7,8,Other
838,Many simple DC power supplies regulate the voltage using a shunt regulator such as a zener diode .,4,5,11,12,Component-Whole21
7440,The kitchen holds patient drinks and snacks .,1,2,4,5,Content-Container21
1043,"Early in the song , the background singers repeat the Christian and Jewish word of praise , ""Hallelujah"" .",3,4,7,8,Other
5242,The convention took into account discharges of harmful substances from ships .,1,2,5,6,Other
3411,The pins of this socket are as thick as the pins of an IC .,1,2,4,5,Component-Whole12
6495,The new letter reminds them of the broker's prediction about ABC's stock and makes a new prediction about DEF's stock for the next month .,2,3,8,9,Message-Topic12
228,One man pours on a liquid while the other man stirs the mixture with a wooden paddle or spatula .,9,10,16,17,Instrument-Agency21
389,"In his poem , written by the riverside near the battle-ground , Mr . Emerson alluded to ""Yon stem headstone"" .",2,3,7,8,Other
6214,The executioners have carried the scholar into exile .,5,6,7,8,Other
6652,Air pollution from coal fired sources is so serious we can not afford a policy that backslides in any way .,1,2,3,4,Cause-Effect21
4433,"The Trust strives to gather , protect and preserve aircraft and aviation memorabilia from bygone times especially material with a Bay of Plenty or New Zealand connection .",12,13,15,16,Entity-Origin12
6613,"The spring and damper components of the absorber system are provided by the plate of the absorber , which is a continuous mechanical system .",4,5,8,9,Component-Whole12
2595,"The factory</ repertoire expanded to include coalminers workwear , military clothing , and emergency service uniforms .",1,2,10,11,Product-Producer21
1206,The scientist synthesizes a copy of the magical red ball by using a few fragments that were left on the grandfather's hand .,1,2,4,5,Product-Producer21
2317,Outbreaks caused by the oral vaccine's live virus have happened before .,0,1,7,8,Cause-Effect21
4515,The bakeries in the supermarket area also reduce the prices on their goods as closing time approaches .,1,2,5,6,Other
5021,"This forum is particularly specialized in firefighting , EMS , and rescue discussions .",1,2,6,7,Message-Topic12
592,"The corpse of a murderer was dangling from the noose , twisting in the wind .",1,2,9,10,Other
7122,The bulbs in my house use 190 watts .,1,2,4,5,Component-Whole12
2839,"The closest I have come to a glass of dandelion wine was reading Ray Bradbury's evocative novel about Midwestern small-town life , Dandelion Wine , about 50 years ago .",9,10,10,11,Entity-Origin21
695,"This includes those rules governing transfers , academic eligibility , age requirements , and the number of consecutive seasons of athletic eligibility beyond grade eight .",3,4,5,6,Message-Topic12
6783,Starting a food and beverage company from scratch requires a lot of planning and research .,2,3,5,6,Product-Producer12
7761,When he was back he noticed that he had locked the keys inside the car .,11,12,14,15,Other
5628,The country emerged from the war as clearly the greatest power in the world as well as the creditor nation of the world .,1,2,5,6,Entity-Origin12
6053,Characteristics of a vacuum spark triggered by the transient hollowcathode discharge electron beam .,4,5,12,13,Cause-Effect21
5826,The structure of the benthic boundary layer over a bed of mussels (Mytilus edulis) was investigated in a large racetrack flume .,9,10,11,12,Member-Collection21
5542,The contents release from the copolymer-modified liposomes was strongly accelerated around the LCST of the copolymer .,1,2,6,7,Entity-Origin12
3355,"The brochure shows , in one embodiment , a vase with flowers inside a ""cut flower"" sleeve with the sleeve tied with a ribbon about the neck of the vase .",9,10,11,12,Content-Container21
2541,"Last year Cavendish had barely completed a move , 45 degrees across a road at 70km/h , before his fiancee , Melissa , watching on TV , had completed a text message threatening him with divorce if he risked his life like that again .",19,20,31,32,Product-Producer21
2181,The weapon was hidden in what appears to be a mobile phone .,1,2,10,12,Content-Container12
4007,The inspiration for the multi-touch technology came from a decidedly non-digital event .,1,2,11,12,Cause-Effect21
6216,Declining oil revenues have dragged this poor country into even deeper recession .,7,8,11,12,Other
1355,The actress willingly moved into a rehabilitation center in California .,1,2,7,8,Entity-Destination12
4114,Criminal procedure refers to the legal process for adjudicating claims that someone has violated criminal law .,0,2,5,7,Other
846,"When the king had left the apartment , she withdrew her hand .",2,3,6,7,Entity-Origin12
3419,Production and investigation of such a detector arose from an inadequate sensitivity of a commercial p-type Si detector .,0,1,11,12,Cause-Effect21
6621,Your upload has been added to the system .,1,2,7,8,Entity-Destination12
2954,We have poured billions into airline safety .,3,4,6,7,Entity-Destination12
5746,The man is draining the pool water into the sanitary sewer .,5,7,9,11,Entity-Destination12
7998,"To test this , we placed a kitchen match in the jar instead of the candle , lit the match , screwed on the lid and dropped the jar .",8,9,11,12,Entity-Destination12
1034,Many old products are exported to developing countries .,2,3,7,8,Entity-Destination12
6870,This plane taxied back from runway 22R to business apron after aborted takeoff .,1,2,5,6,Entity-Origin12
6464,We carefully poured the hot coffee into a glass cup .,5,6,8,10,Entity-Destination12
373,"The tea was in a glass with pink flowers on the rim , served on a small porcelain plate with a European pastoral scene of a man in knee britches holding hands with a woman in a long dress .",1,2,5,6,Content-Container12
5989,Washington has fiddled while other states poured money into higher education .,7,8,10,11,Entity-Destination12
5023,This microphone is made with a medical grade grey silicone suction cup that can stay attached to slick smooth surfaces for long periods .,1,2,10,12,Component-Whole21
3708,Higher cane sugar prices are unlikely to have any impact on the price of soft drinks .,1,2,2,3,Entity-Origin21
379,"I carried a bag with condoms in it , and I gave them out .",3,4,5,6,Content-Container21
7787,"A dining room that contains direct access from the kitchen is the most practical , unless the room will exist for fluff purposes only .",1,3,6,7,Component-Whole21
19,The girl showed a photo of apple tree blossom on a fruit tree in the Central Valley .,7,8,8,9,Component-Whole21
4621,"Outside the walls of Athens , the site of the Academy was a sacred grove of olive trees , still recalled in the phrase ""the groves of Academe .""",14,15,17,18,Member-Collection21
3062,The viewer wields the remote .,1,2,4,5,Instrument-Agency21
7166,"The yeast</ manufacturer , Lesaffre Yeast Corp . of Milwaukee , did not return calls seeking comment .",1,2,2,3,Product-Producer12
6784,"Methamphetamine residue and a broken pipe used for consuming it were retrieved from a toilet , along with $7800 in cash that was hidden in a towel .",20,21,26,27,Content-Container12
542,The painting represents the last meal shared by Jesus with his disciples before his capture and death .,1,2,5,6,Message-Topic12
3066,"Lollapalooza is an annual music festival featuring alternative rock , hip hop , and punk rock bands , dance and comedy performances , and craft booths .",5,6,7,9,Component-Whole21
2043,And the chorus of teenage boys and girls were a pleasure to watch as they sang and danced .,2,3,5,6,Member-Collection21
7539,They generally bought grapes from farmers or else they bought wine produced by cooperative wineries .,10,11,14,15,Product-Producer12
7755,Although the goats were farmed for their fibre from early times it was not until the 16th century that export of the goats was permitted .,2,3,7,8,Entity-Origin21
773,It is a controversial topic that provokes strong arguments for and against the practice .,8,9,13,14,Message-Topic12
1789,"The agar was contained in a polyethylene tube 3 ,O mm inside diameter and about 1 mm of agar protruded .",1,2,6,8,Content-Container12
4836,"As sergeant major of the army , Preston serves as the army chief of the staff's personal adviser on all enlisted-related matters , particularly in areas affecting soldier training and quality of life .",1,3,5,6,Member-Collection12
3252,"In his Running Film (1972) , each shot lasts for ten seconds while a figure runs away from the camera as far as he can in the time .",14,15,19,20,Entity-Origin12
6284,A small piece of rock landed into the trunk .,2,3,8,9,Entity-Destination12
380,"The debris caused a crash on the Schuylkill , and it has been closed for hours because of the mishap .",1,2,4,5,Cause-Effect12
7209,"Suddenly a nurse takes off her familiar loose-fitting clothes , and dresses her in clothes , which fit her more closely .",2,3,8,9,Other
4588,"Just a moment ago you were pronouncing such astonishingly correct opinions about our town , and now you're so silent .",10,11,13,14,Message-Topic12
3783,The juice passes through the tiny holes in a strainer basket and is collected in a container at the bottom .,6,7,10,11,Component-Whole12
1069,My chihuahua ate a tea bag of green tea within the last two hours .,4,5,5,6,Content-Container12
2163,Many of the passengers took the shuttle to town and turned around in ten minutes retreating back to the comfort of the air-conditioned ship .,3,4,6,7,Instrument-Agency21
674,I was diagnosed with bipolar disorder following a breakdown triggered by the sudden death of my brother six years ago .,8,9,13,14,Cause-Effect21
153,The chapters in this book investigate issues and communities .,1,2,6,7,Message-Topic12
276,"With an innate desire to know and to do , mankind has progressed past placing a dead fish in every hill of corn , beans and squash .",20,21,22,23,Other
856,The early years of autism is the topic of discussion .,1,3,9,10,Message-Topic21
2602,This is a small glass bottle with iodine crystals in it .,5,6,7,9,Content-Container21
322,The exhibition describes the fight against the forces of nature that has been central to the history of Vasa ever since it sunk in 1628 .,1,2,4,5,Message-Topic12
1822,The 08 campaign green jobs was the main talking point of any speech .,4,5,12,13,Message-Topic21
3002,"First , we fetched the cursor into the target variables .",5,6,9,10,Entity-Destination12
624,"The academic staff at the UvH comprises scholars in humanistics , religious and cultural scholars , social scientists , philosophers and historians .",2,3,19,20,Member-Collection21
1775,Modern economists have exported equilibrium concepts to political science .,5,6,8,9,Entity-Destination12
5318,"Other reports talk about the former government troops that are holding out in other regions of Sierra Leone , particularly the town of Makeni .",1,2,7,8,Message-Topic12
358,"After completing the resetting through the reset signal , the bit period transmitted by the master module 30 is received .",3,4,7,8,Other
2935,Music is used by surgeons to ease operations .,0,1,4,5,Instrument-Agency12
1826,Immigrants accounted for more than half of Britain's population growth in recent years .,0,1,8,9,Cause-Effect12
4293,Constipation is the most common cause of abdominal pain in the pediatric population .,0,1,7,9,Cause-Effect12
33,The silver-haired author was not just laying India's politician saint to rest but healing a generations-old rift in the family of the country</ founding father .,22,23,24,25,Product-Producer12
7683,The site is currently dry farmed for wheat .,1,2,7,8,Entity-Origin21
2686,"The wallet contained a special BK dollar bill (legal tender) , a $5 BK gift card and other random BK stuff .",1,2,6,8,Content-Container21
984,Several authors have inserted implants into bone that have been subject to higher radiation doses .,4,5,6,7,Entity-Destination12
5781,"""Suzy"" probably refers to the artist</ assistant , Suzanne Miller .",5,6,6,7,Other
550,"Two years ago , being a sugar company in india was a sweet proposition .",6,7,7,8,Product-Producer12
4791,"The goods and services that make up this economy are sadly familiar : prostitution , slavery , drugs , arms , protection rackets , money laundering .",8,9,13,14,Component-Whole21
768,"Case studies , some of them book long , have made a notable contribution to scientific medicine .",1,2,16,17,Other
5626,"The heaviest rain fell from an area from Roane and Clay Counties northeastward across Braxton , Gilmer and Lewis Counties and into Southern Harrison county .",2,3,6,7,Other
5108,"The term ""dung beetle"" or Mistkaefer is in fact used in the novella by the cleaning lady near the end of the story , but it is not used in the narration .",12,13,16,17,Other
3075,"Max Weber's 1922 opus , Economy and Society discusses the link between a pantheon of gods and the development of monotheism .",13,14,15,16,Member-Collection21
4706,They presented very extensive and detailed report on greenhouse heating with compost .,9,10,11,12,Other
4286,The church is sinking into indolent obscurity .,1,2,6,7,Other
1735,"Compassion was originally from a people known as the Remote , a splinter group of the time travelling voodoo cult Faction Paradox .",0,1,5,6,Entity-Origin12
2670,Text messages outline her blossoming romance with the teenager .,1,2,5,6,Message-Topic12
1132,Belfast student Martin lives as part of a menage of outlandish characters all struggling to make sense of the 1970s psychosexual revolution under the watchful eye of their colourful landlady Crystal .,8,9,11,12,Member-Collection21
4729,"The story of the epic struggle between the Islamic Empire of the Ottomans and the Christian Kingdoms of Eastern Europe is told from the perspective of a secret fraternity , the Excubitors , a brotherhood of counselors to kings , sultans , head of churches , knights , scholars , financiers , and merchant adventurers who hold influential positions on both sides of the conflict .",34,35,36,37,Member-Collection21
6182,The insurance cost has been added into the shipping price .,1,3,8,10,Entity-Destination12
5546,Elegant people walking in an early eighteenth-century garden are depicted in this beautiful embroidered wall hanging .,1,2,15,16,Message-Topic21
7554,The rings are preferably made from a copolymer polypropylene .,1,2,7,9,Other
6314,The floating zenith telescope has come into formal observatory routine since September .,3,4,9,10,Other
2422,"For example , a technology manufacturer undertook a seven-year , $200 million human resources outsourcing effort .",4,5,5,6,Other
1637,"The original play was filled with very topical humor , so the director felt free to add current topical humor to the script .",2,3,8,9,Component-Whole21
7942,The above advertisement is from the server provider not from me .,2,3,7,8,Product-Producer12
493,"He sealed the cut after making a cut of the stem with a clean , sharp blade .",7,8,16,17,Other
2090,It was an artificial and unworkable creation of intellectuals supported by the great powers .,6,7,8,9,Product-Producer12
1965,"In the fall of 2003 , a hidden camera-equipped journalist from Germany's ARD television infiltrated the Saudi-built King Fahd Academy in Bonn and taped what it taught to young Muslim children .",9,10,13,14,Entity-Origin12
7668,The HP LaserJet 3800n's instant-on fuser produces the first page of each print job in less than 12 .5 seconds .,5,6,9,10,Product-Producer21
7673,"Once the photon was inside the cloud , the control beam was switched off , allowing the photon to come to a halt inside the dense ensemble of atoms .",2,3,6,7,Other
2824,"When a flock of geese or ducks began to descend toward the decoys , the hunter pulled hard on the rope which he held in his hands .",2,3,4,5,Member-Collection21
3958,This paper surveys the behaviour of the industry from its origins to the present in a perspective informed by current developments .,1,2,4,5,Message-Topic12
1719,Sumatera (Yagasu) made a profit from the selling of women groups' handicrafts activities .,4,5,7,8,Cause-Effect21
4575,"This matter became the subject of protracted legal action , from which the employer emerged victorious .",1,2,7,9,Other
7997,"The herbicide is derived from a natural antibiotic , which is produced by two strains of a soil bacterium .",1,2,7,8,Entity-Origin12
4332,Sounds like the rug got pulled out from the original plans .,3,4,10,11,Entity-Origin12
4341,"That car had a number of GPS sensors and lasers , a camera , and other equipment to help it make its way through the course .",1,2,12,13,Component-Whole21
2119,He bought a gold bracelet for $200 .,3,4,4,5,Other
7142,"The basement carpeting is made from recycled plastic pop bottles , and the underpad was once automobile tires .",2,3,9,10,Entity-Origin12
1816,Works in this exhibition investigate humanity's relationship with the world .,0,1,6,7,Message-Topic12
5250,A man in a mechanic's jumpsuit took the elevator to the eighteenth floor and shook hands with a smiling agent .,1,2,8,9,Instrument-Agency21
5508,"Crime fiction is the genre of fiction that deals with crimes , their detection , criminals and their motives .",0,2,10,11,Message-Topic12
3757,The burglar forgot to log out before leaving the home with two diamond rings .,1,2,13,14,Other
1367,Down the winding path which curved among the rocks the little train of baggage camels was daintily picking its way .,11,12,14,15,Member-Collection21
607,The martyrs conquered the fears associated with persecution and always remained loyal to the Lord .,1,2,7,8,Other
121,That decision was also the subject of an unsuccessful legal challenge .,1,2,9,11,Other
2101,"A highway shield is a sign denoting the route number of a highway , usually in the form of a symbolic shape with the route number .",5,6,8,10,Other
2842,The toy was inside a box and had been left on the minivan .,1,2,5,6,Content-Container12
344,"The increase of the signal might correspond to formation of the high-density excitons , while the reduction of the signal originates from the relaxation .",16,17,23,24,Cause-Effect21
4799,The government has run into a criticism after quietly closing its grant programme for solar energy last week .,1,2,6,7,Message-Topic21
1336,"After 5 minutes or so , the problem went away from an operational perspective .",7,8,13,14,Other
4097,Many archaeologists have fallen into a trap while working to solve the secret of this pyramid .,1,2,6,7,Entity-Destination12
6999,Viral DNA forms in the livers of ducks transfected with mutant genomes .,5,6,7,8,Component-Whole12
7730,"In response to the problem , the assembly composed the following statement .",7,8,11,12,Product-Producer21
125,This tradition has been narrated in prophet's early biographies .,1,2,8,9,Message-Topic21
4509,The monitor was enclosed in the lid of the wire recorder case .,1,2,6,7,Content-Container12
5018,"When Frances was 13 , she read an article about a woman who escaped an unhappy marriage and went to Kenya .",11,12,16,17,Other
5123,"With the lid of the three-story vacuum chamber in place , a worker on top checks release of the cables .",2,3,6,8,Component-Whole12
708,A professor portrays his students' term paper as his own .,1,2,6,7,Other
3421,The group has thrown together a neat prototype device that could possibly be the future of casinos .,1,2,8,9,Product-Producer21
4472,"Allaah decreed joy and sadness , because joy results in laughter and sadness leads to crying .",7,8,10,11,Cause-Effect12
4639,The first workshop was convened on the topic of derivatives .,2,3,9,10,Message-Topic12
3314,"This website is the best tool for artists , labels and fans alike .",5,6,7,8,Instrument-Agency12
2399,My mint julep was in a glass I still own .,1,3,6,7,Content-Container12
3784,"As a form , the oratorio originated in seventeenth century .",5,6,9,10,Entity-Origin12
369,"He held the vessel with his right hand and poured water into his left hand , and washed his hands up to the wrist .",10,11,14,15,Entity-Destination12
